sex herdyear abattoir classifier herd age ageQuadrat yearsaison breedcomb prodsystem calfcull controlcull ageVK slaughterCategory branding cccn ccco ccan ccas ccao ccvn ccvo cwcn cwco cwan cwas cwao cwvn cwvo cfcn cfco cfan cfas cfao cfvn cfvo cacn caco caan caas caao cavn cavo ind Effekt_HeterosisSumHet Effekt_RekombinationSumRec
1 2 4 24 21 435 189225 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.15 0 0 0 0 0 0 4 0 0 0 0 0 0 4.35 0 0 CH120048330944 6 2
1 17 1 19 27 145 21025 1 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.45 0 0 0 0 0 CH120048362433 2 2
1 17 1 19 27 135 18225 1 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.30 0 0 0 0 0 0 3 0 0 0 0 0 0 1.35 0 0 0 0 0 CH120048362440 2 2
1 17 1 12 27 142 20164 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.21 0 0 0 0 0 0 2 0 0 0 0 0 0 1.42 0 0 0 0 0 CH120048362457 2 3
1 17 1 19 27 159 25281 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 CH120048362488 2 2
3 14 4 9 21 415 172225 3 13 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.95 0 0 0 0 0 0 3 0 0 0 0 0 0 4.15 0 0 CH120048425312 6 2
1 6 1 12 19 533 284089 1 1 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 3.39 0 0 0 0 0 0 3 0 0 0 0 0 0 5.33 0 0 CH120048425992 2 2
1 5 4 23 11 194 37636 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.38 0 0 0 0 0 0 2 0 0 0 0 0 0 1.94 0 0 0 0 0 CH120048426098 2 2
3 18 1 19 28 414 171396 2 19 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.83 0 0 0 0 0 0 4 0 0 0 0 0 0 4.14 0 0 CH120048802953 6 2
1 19 6 18 29 367 134689 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.12 0 0 0 0 0 0 3 0 0 0 0 0 0 3.67 0 0 CH120050291998 6 2
1 20 1 3 30 399 159201 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.26 0 0 0 0 0 0 3 0 0 0 0 0 0 3.99 0 0 CH120050292025 6 2
1 21 1 19 31 156 24336 2 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.42 0 0 0 0 0 0 3 0 0 0 0 0 0 1.56 0 0 0 0 0 CH120050917980 6 3
3 21 1 19 31 160 25600 2 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.16 0 0 0 0 0 0 3 0 0 0 0 0 0 1.60 0 0 0 0 0 CH120050917997 6 4
1 21 1 25 31 177 31329 2 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.04 0 0 0 0 0 0 1 0 0 0 0 0 0 1.77 0 0 0 0 0 CH120050918000 6 4
1 14 1 1 31 164 26896 2 9 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.23 0 0 0 0 0 0 2 0 0 0 0 0 0 1.64 0 0 0 0 0 CH120050918062 4 4
1 15 4 6 8 375 140625 1 7 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.14 0 0 0 0 0 0 3 0 0 0 0 0 0 3.75 0 0 CH120051033412 6 4
1 22 4 22 8 346 119716 2 1 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 3.26 0 0 0 0 0 0 3 0 0 0 0 0 0 3.46 0 0 CH120051033528 2 3
1 3 3 26 32 120 14400 3 22 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.40 0 0 0 0 0 0 3 0 0 0 0 0 0 1.20 0 0 0 0 0 0 CH120051354005 1 1
1 3 3 26 32 141 19881 2 5 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.41 0 0 0 0 0 0 CH120051354012 6 2
3 3 3 26 32 144 20736 2 6 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.44 0 0 0 0 0 0 CH120051354043 6 1
3 23 3 27 33 333 110889 3 2 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.20 0 0 0 0 0 0 4 0 0 0 0 0 0 3.33 0 0 0 0 CH120051473485 4 5
3 16 3 17 34 486 236196 2 24 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.39 0 0 0 0 0 0 3 0 0 0 0 0 0 4.86 0 0 CH120051532854 6 4
1 17 3 5 35 364 132496 3 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.84 0 0 0 0 0 0 3 0 0 0 0 0 0 3.64 0 0 CH120051532878 3 5
1 24 4 28 36 161 25921 1 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.61 0 0 0 0 0 CH120051882379 2 2
1 25 1 25 37 121 14641 1 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.21 0 0 0 0 0 CH120053013634 6 4
1 25 1 12 37 137 18769 1 22 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.33 0 0 0 0 0 0 4 0 0 0 0 0 0 1.37 0 0 0 0 0 CH120053013658 1 1
1 25 1 12 37 140 19600 2 18 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.40 0 0 0 0 0 CH120053013696 6 2
1 26 3 6 32 116 13456 1 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.16 0 0 0 0 0 CH120053426748 6 3
3 27 3 2 38 153 23409 1 25 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.24 0 0 0 0 0 0 3 0 0 0 0 0 0 1.53 0 0 0 0 0 CH120053470048 6 1
3 27 3 7 38 167 27889 2 26 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.67 0 0 0 0 0 CH120053470062 6 3
1 27 3 7 38 144 20736 2 19 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.51 0 0 0 0 0 0 2 0 0 0 0 0 0 1.44 0 0 0 0 0 CH120053470079 6 3
3 27 4 22 38 151 22801 2 7 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.10 0 0 0 0 0 0 3 0 0 0 0 0 0 1.51 0 0 0 0 0 CH120053470086 6 3
3 27 3 8 38 187 34969 2 21 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.55 0 0 0 0 0 0 3 0 0 0 0 0 0 1.87 0 0 0 0 0 CH120053470093 6 2
1 28 1 1 24 413 170569 4 18 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.77 0 0 0 0 0 0 2 0 0 0 0 0 0 4.13 0 0 CH120053877649 6 2
1 28 1 1 24 399 159201 4 18 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.81 0 0 0 0 0 0 3 0 0 0 0 0 0 3.99 0 0 CH120053877656 6 2
1 18 1 12 24 454 206116 1 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.99 0 0 0 0 0 0 3 0 0 0 0 0 0 4.54 0 0 CH120053877663 2 2
1 19 1 1 30 364 132496 4 15 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.15 0 0 0 0 0 0 3 0 0 0 0 0 0 3.64 0 0 CH120053985023 6 3
3 6 1 3 39 122 14884 3 15 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.17 0 0 0 0 0 0 4 0 0 0 0 0 0 1.22 0 0 0 0 0 CH120053985313 6 4
1 22 4 29 8 361 130321 3 27 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 3.61 0 0 CH120054449326 2 3
1 29 6 1 1 157 24649 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.57 0 0 0 0 0 CH120054664590 2 2
1 20 1 3 30 387 149769 1 21 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 3.87 0 0 CH120054769271 6 3
1 4 3 6 6 384 147456 4 7 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.90 0 0 0 0 0 0 3 0 0 0 0 0 0 3.84 0 0 CH120054953205 6 3
1 30 1 1 40 152 23104 2 2 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.02 0 0 0 0 0 0 1 0 0 0 0 0 0 1.52 0 0 0 0 0 CH120055030134 6 4
3 20 1 25 40 163 26569 2 2 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.33 0 0 0 0 0 0 2 0 0 0 0 0 0 1.63 0 0 0 0 0 CH120055030158 6 5
1 19 1 1 29 468 219024 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.34 0 0 0 0 0 0 3 0 0 0 0 0 0 4.68 0 0 CH120055095171 6 3
1 19 1 3 29 405 164025 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.46 0 0 0 0 0 0 3 0 0 0 0 0 0 4.05 0 0 CH120055407592 6 3
3 21 1 19 41 796 633616 2 9 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 3.12 0 0 0 0 0 0 4 0 0 0 0 0 0 7.96 0 0 CH120055486108 2 3
3 21 1 1 41 664 440896 2 28 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.93 0 0 0 0 0 0 3 0 0 0 0 0 0 6.64 0 0 CH120055486146 6 2
1 31 3 5 16 367 134689 1 26 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.80 0 0 0 0 0 0 3 0 0 0 0 0 0 3.67 0 0 CH120055564714 6 3
1 8 5 10 11 153 23409 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.20 0 0 0 0 0 0 2 0 0 0 0 0 0 1.53 0 0 0 0 0 CH120055564752 3 4
1 32 3 17 35 437 190969 3 19 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.06 0 0 0 0 0 0 3 0 0 0 0 0 0 4.37 0 0 CH120056177234 6 2
1 22 4 23 8 339 114921 3 14 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.96 0 0 0 0 0 0 2 0 0 0 0 0 0 3.39 0 0 CH120056498469 6 3
1 33 1 12 26 374 139876 4 28 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.90 0 0 0 0 0 0 3 0 0 0 0 0 0 3.74 0 0 CH120056501725 6 2
1 7 3 6 16 315 99225 1 12 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.63 0 0 0 0 0 0 3 0 0 0 0 0 0 3.15 0 0 CH120056578444 2 2
1 4 4 6 8 385 148225 2 21 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.07 0 0 0 0 0 0 3 0 0 0 0 0 0 3.85 0 0 CH120056989561 6 2
3 22 6 9 42 561 314721 3 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 3.30 0 0 0 0 0 0 4 0 0 0 0 0 0 5.61 0 0 CH120056993612 6 2
3 34 1 12 19 587 344569 4 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.75 0 0 0 0 0 0 3 0 0 0 0 0 0 5.87 0 0 CH120057043880 6 2
1 23 5 15 11 188 35344 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.05 0 0 0 0 0 0 1 0 0 0 0 0 0 1.88 0 0 0 0 0 CH120057246878 2 2
1 24 6 19 43 152 23104 2 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.52 0 0 0 0 0 CH120057283767 6 2
1 33 1 3 26 424 179776 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.29 0 0 0 0 0 0 2 0 0 0 0 0 0 4.24 0 0 CH120057364336 6 4
1 20 1 1 30 369 136161 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.11 0 0 0 0 0 0 3 0 0 0 0 0 0 3.69 0 0 CH120057370832 6 2
3 35 1 3 41 475 225625 1 23 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.79 0 0 0 0 0 0 4 0 0 0 0 0 0 4.75 0 0 CH120057898350 6 3
1 36 5 15 44 150 22500 2 29 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.50 0 0 0 0 0 CH120058082574 3 3
1 5 5 20 11 168 28224 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.68 0 0 0 0 0 CH120058097745 2 2
1 37 1 12 45 500 250000 2 30 1 0 0 0 OB conventional 0 0 0 0 6 0 0 0 0 0 0 2.89 0 0 0 0 0 0 2 0 0 0 0 0 0 5.00 0 0 CH120058104719 6 5
3 37 1 25 45 542 293764 3 30 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.79 0 0 0 0 0 0 2 0 0 0 0 0 0 5.42 0 0 CH120058104726 6 5
3 16 3 17 34 596 355216 1 31 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.57 0 0 0 0 0 0 3 0 0 0 0 0 0 5.96 0 0 CH120058255572 4 5
3 16 3 17 34 592 350464 1 31 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.48 0 0 0 0 0 0 3 0 0 0 0 0 0 5.92 0 0 CH120058255596 4 4
1 14 4 6 21 438 191844 1 11 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 4.38 0 0 CH120058393397 3 4
1 23 5 15 11 181 32761 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.08 0 0 0 0 0 0 1 0 0 0 0 0 0 1.81 0 0 0 0 0 CH120058475697 2 2
1 17 3 17 35 433 187489 2 32 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.01 0 0 0 0 0 0 3 0 0 0 0 0 0 4.33 0 0 CH120058597351 2 3
1 22 4 22 8 447 199809 2 32 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.94 0 0 0 0 0 0 3 0 0 0 0 0 0 4.47 0 0 CH120058638597 3 4
3 38 6 1 46 194 37636 2 9 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.10 0 0 0 0 0 0 2 0 0 0 0 0 0 1.94 0 0 0 0 0 CH120059038150 2 2
1 17 3 5 35 421 177241 3 9 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.20 0 0 0 0 0 0 3 0 0 0 0 0 0 4.21 0 0 CH120059038174 2 2
1 31 3 6 16 363 131769 2 7 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.75 0 0 0 0 0 0 3 0 0 0 0 0 0 3.63 0 0 CH120059160806 6 4
1 19 1 3 29 394 155236 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.47 0 0 0 0 0 0 3 0 0 0 0 0 0 3.94 0 0 CH120059255717 6 3
3 25 1 3 29 393 154449 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.21 0 0 0 0 0 0 3 0 0 0 0 0 0 3.93 0 0 CH120059256141 6 2
1 20 1 1 30 382 145924 4 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.25 0 0 0 0 0 0 3 0 0 0 0 0 0 3.82 0 0 CH120059278488 6 3
1 39 1 3 23 415 172225 1 7 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.14 0 0 0 0 0 0 3 0 0 0 0 0 0 4.15 0 0 CH120059281273 6 3
3 39 1 11 23 416 173056 4 1 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.02 0 0 0 0 0 0 3 0 0 0 0 0 0 4.16 0 0 CH120059281471 2 3
1 6 6 4 9 468 219024 2 12 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.76 0 0 0 0 0 0 2 0 0 0 0 0 0 4.68 0 0 CH120059378478 1 1
1 6 6 9 9 506 256036 3 12 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.52 0 0 0 0 0 0 2 0 0 0 0 0 0 5.06 0 0 CH120059378515 2 2
1 19 3 30 29 449 201601 2 12 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.47 0 0 0 0 0 0 3 0 0 0 0 0 0 4.49 0 0 CH120059378522 1 1
1 23 5 9 11 182 33124 2 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.25 0 0 0 0 0 0 2 0 0 0 0 0 0 1.82 0 0 0 0 0 CH120059392863 2 2
1 23 4 23 11 153 23409 2 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.25 0 0 0 0 0 0 3 0 0 0 0 0 0 1.53 0 0 0 0 0 CH120059392870 2 2
1 40 2 1 47 334 111556 1 5 1 0 0 0 OB conventional 0 0 0 0 5 0 0 0 0 0 0 2.34 0 0 0 0 0 0 4 0 0 0 0 0 0 3.34 0 0 CH120059418563 6 2
3 40 3 7 47 317 100489 1 4 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.33 0 0 0 0 0 0 3 0 0 0 0 0 0 3.17 0 0 0 0 CH120059418594 6 1
1 40 3 7 47 310 96100 1 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.40 0 0 0 0 0 0 3 0 0 0 0 0 0 3.10 0 0 0 0 CH120059418600 4 4
3 40 3 7 47 307 94249 1 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.33 0 0 0 0 0 0 3 0 0 0 0 0 0 3.07 0 0 0 0 CH120059418617 4 5
1 40 3 7 47 300 90000 1 2 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.48 0 0 0 0 0 0 5 0 0 0 0 0 0 3.00 0 0 0 0 CH120059418624 4 1
1 40 3 6 47 303 91809 1 2 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.88 0 0 0 0 0 0 3 0 0 0 0 0 0 3.03 0 0 0 0 CH120059418631 4 4
3 40 3 6 47 290 84100 1 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.20 0 0 0 0 0 0 3 0 0 0 0 0 0 2.90 0 0 0 0 CH120059418648 4 4
3 40 3 4 47 308 94864 2 6 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.14 0 0 0 0 0 0 3 0 0 0 0 0 0 3.08 0 0 0 0 CH120059418662 6 1
3 40 3 4 47 303 91809 2 2 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.18 0 0 0 0 0 0 3 0 0 0 0 0 0 3.03 0 0 0 0 CH120059418679 4 4
1 40 3 4 47 295 87025 2 6 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.58 0 0 0 0 0 0 3 0 0 0 0 0 0 2.95 0 0 0 0 CH120059418693 6 1
3 40 3 17 47 311 96721 2 2 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 1.93 0 0 0 0 0 0 3 0 0 0 0 0 0 3.11 0 0 0 0 CH120059418709 4 4
1 40 3 17 47 297 88209 2 6 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.49 0 0 0 0 0 0 4 0 0 0 0 0 0 2.97 0 0 0 0 CH120059418716 6 1
1 40 2 3 47 317 100489 3 2 1 0 0 0 OB conventional 0 0 0 0 7 0 0 0 0 0 0 2.63 0 0 0 0 0 0 3 0 0 0 0 0 0 3.17 0 0 CH120059418723 4 4
3 40 2 12 47 328 107584 3 2 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.08 0 0 0 0 0 0 4 0 0 0 0 0 0 3.28 0 0 CH120059418730 4 2
1 40 3 21 47 295 87025 3 3 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.77 0 0 0 0 0 0 3 0 0 0 0 0 0 2.95 0 0 0 0 CH120059418747 6 4
1 40 3 21 47 320 102400 3 3 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.15 0 0 0 0 0 0 2 0 0 0 0 0 0 3.20 0 0 0 0 CH120059418754 5 5
1 4 1 11 30 421 177241 4 3 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.29 0 0 0 0 0 0 3 0 0 0 0 0 0 4.21 0 0 CH120059441608 6 2
1 13 6 7 20 582 338724 3 19 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.73 0 0 0 0 0 0 4 0 0 0 0 0 0 5.82 0 0 CH120059537028 6 2
1 13 1 19 20 494 244036 2 1 1 0 0 0 MT conventional 0 0 0 0 2 0 0 0 0 0 0 2.90 0 0 0 0 0 0 3 0 0 0 0 0 0 4.94 0 0 CH120059537066 2 2
3 13 6 7 20 605 366025 3 19 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.97 0 0 0 0 0 0 4 0 0 0 0 0 0 6.05 0 0 CH120059537301 6 2
1 13 3 4 20 613 375769 3 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.31 0 0 0 0 0 0 2 0 0 0 0 0 0 6.13 0 0 CH120059537516 2 2
1 13 1 19 20 461 212521 1 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 0 0 0 0 3 0 0 0 0 0 0 4.61 0 0 CH120059537530 2 2
3 41 3 18 48 571 326041 1 2 4 0 0 0 RG 3 0 0 0 7 0 0 0 0 0 0 3.18 0 0 0 0 0 0 3 0 0 0 0 0 0 5.71 0 0 0 CH120059595622 4 3
3 41 3 7 48 320 102400 2 4 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 2.36 0 0 0 0 0 0 3 0 0 0 0 0 0 3.20 0 0 0 0 CH120059595738 6 2
3 41 3 7 48 313 97969 2 4 2 0 0 0 RG 2 0 0 7 0 0 0 0 0 0 2.18 0 0 0 0 0 0 3 0 0 0 0 0 0 3.13 0 0 0 0 CH120059595745 4 4
1 17 4 23 35 493 243049 2 29 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 2.81 0 0 0 0 0 0 3 0 0 0 0 0 0 4.93 0 0 CH120059635090 3 4
1 7 4 13 49 157 24649 1 10 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.21 0 0 0 0 0 0 2 0 0 0 0 0 0 1.57 0 0 0 0 0 CH120059674891 4 6
1 7 4 9 49 168 28224 4 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.25 0 0 0 0 0 0 3 0 0 0 0 0 0 1.68 0 0 0 0 0 CH120059674914 4 6
1 7 4 20 49 190 36100 4 10 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.51 0 0 0 0 0 0 3 0 0 0 0 0 0 1.90 0 0 0 0 0 CH120059674945 3 5
1 15 4 6 8 369 136161 1 21 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.98 0 0 0 0 0 0 3 0 0 0 0 0 0 3.69 0 0 CH120059701184 6 2
1 15 4 4 8 382 145924 4 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.16 0 0 0 0 0 0 3 0 0 0 0 0 0 3.82 0 0 CH120059701320 6 2
1 42 2 1 42 508 258064 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.27 0 0 0 0 0 0 2 0 0 0 0 0 0 5.08 0 0 CH120059975875 6 2
1 10 1 1 5 134 17956 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.16 0 0 0 0 0 0 2 0 0 0 0 0 0 1.34 0 0 0 0 0 CH120060005660 2 2
1 29 4 29 1 133 17689 1 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.19 0 0 0 0 0 0 3 0 0 0 0 0 0 1.33 0 0 0 0 0 CH120060005776 2 2
1 29 6 31 1 156 24336 2 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.39 0 0 0 0 0 0 3 0 0 0 0 0 0 1.56 0 0 0 0 0 CH120060005905 2 2
1 8 3 9 50 489 239121 2 29 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 3.22 0 0 0 0 0 0 1 0 0 0 0 0 0 4.89 0 0 CH120060093148 5 4
1 29 6 4 1 135 18225 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.21 0 0 0 0 0 0 3 0 0 0 0 0 0 1.35 0 0 0 0 0 CH120060286953 2 2
1 14 4 29 21 402 161604 4 22 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.79 0 0 0 0 0 0 3 0 0 0 0 0 0 4.02 0 0 CH120060338690 1 1
3 8 1 19 1 122 14884 2 3 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.13 0 0 0 0 0 0 2 0 0 0 0 0 0 1.22 0 0 0 0 0 CH120060540260 6 3
1 6 3 8 9 456 207936 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.08 0 0 0 0 0 0 2 0 0 0 0 0 0 4.56 0 0 CH120060628104 6 3
3 34 1 3 19 630 396900 4 33 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.75 0 0 0 0 0 0 4 0 0 0 0 0 0 6.30 0 0 CH120060876611 6 2
1 10 1 19 15 141 19881 1 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.34 0 0 0 0 0 0 3 0 0 0 0 0 0 1.41 0 0 0 0 0 CH120060946956 2 2
1 10 1 3 15 144 20736 1 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.26 0 0 0 0 0 0 2 0 0 0 0 0 0 1.44 0 0 0 0 0 CH120060946963 2 2
1 10 1 19 15 179 32041 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.79 0 0 0 0 0 CH120060946987 2 2
1 10 1 25 15 157 24649 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.47 0 0 0 0 0 0 2 0 0 0 0 0 0 1.57 0 0 0 0 0 CH120060947021 2 2
1 10 1 19 15 165 27225 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.36 0 0 0 0 0 0 3 0 0 0 0 0 0 1.65 0 0 0 0 0 CH120060947045 2 3
1 10 1 25 15 155 24025 2 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.55 0 0 0 0 0 CH120060947052 2 3
1 14 4 23 21 450 202500 3 12 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.19 0 0 0 0 0 0 3 0 0 0 0 0 0 4.50 0 0 CH120060991048 2 2
